batch_size,dropout,hidden,hiddenlayer,layer_type,learning_rate,id,objective,elapsed_sec,duration
80,0.9412148065417261,16,1,0,0.002873602218421266,32,0.32113821138211385,1575.4926989078522,273.3393392562866
98,0.15025171885278102,10,1,0,0.007689635393916105,33,0.5279471544715447,1613.5592286586761,262.04416275024414
21,0.6388376388136542,57,1,0,0.0026197929133959562,34,0.7108739837398373,1640.2855620384216,273.00678849220276
48,0.05902039447938035,8,1,0,0.0027924989149531146,35,0.578760162601626,1698.4521734714508,282.4454162120819
72,0.030330683393039133,98,1,0,0.005349846271353698,36,0.7042682926829268,1718.4249908924103,277.64185643196106
100,0.06664515176707471,84,1,0,0.005576706698583926,37,0.6488821138211383,1719.4377596378326,277.54419207572937
125,0.06256740170507663,104,1,0,0.005825110275229933,38,0.7073170731707317,1754.7607231140137,275.8458206653595
45,0.07590904692813878,63,1,0,0.008274793713350399,39,0.6260162601626016,1813.742914199829,276.4996016025543
36,0.03727258792271881,80,1,0,0.005657791641503211,40,0.6880081300813008,1853.3933992385864,276.8765425682068
27,0.030312520912754416,67,1,0,0.003171895870978841,41,0.7754065040650406,1880.1726553440094,265.6110939979553
109,0.10851508078114262,26,1,0,0.0030564604779344876,42,0.7129065040650406,1908.4745924472809,267.1826584339142
56,0.07195765795816675,64,1,0,0.003319542241885995,44,0.7489837398373984,1998.5456566810608,279.10848021507263
38,0.03598211277260743,118,1,1,0.0010096141445100567,43,0.7520325203252033,2052.2897169589996,352.82405161857605
36,0.06623637447696211,99,3,0,0.0029918389121078347,45,0.7693089430894309,2090.205184698105,369.75551080703735
42,0.760688227282966,128,1,0,0.002957748726047703,47,0.573170731707317,2095.090434551239,280.42987036705017
41,0.7741607623422154,48,1,0,0.001444357093319869,48,0.6585365853658537,2124.3693387508392,269.96658062934875
111,0.027963442437954657,85,1,0,0.009963478041716357,49,0.6077235772357723,2146.9200394153595,265.73463559150696
29,0.028913821981864034,103,4,0,0.0029947282472493502,46,0.7195121951219512,2167.144129037857,411.35411953926086
81,0.7475167787804493,26,1,0,0.004769061975270565,50,0.32113821138211385,2178.167549610138,268.6876895427704
73,0.6558480602009238,27,1,0,0.0018589305159677628,51,0.6107723577235772,2278.157438516617,278.58849120140076
35,0.5226823235601727,53,1,0,0.0017509182075063775,53,0.7317073170731707,2369.275805950165,278.06748819351196
45,0.6601769104333068,28,3,0,0.002089583328242956,52,0.6605691056910569,2410.116043806076,356.79786372184753
78,0.7325738446267056,56,2,0,0.0015825950079066142,55,0.7317073170731707,2441.7022511959076,316.2978069782257
78,0.5046433317174166,15,2,0,0.0018759024622982505,56,0.5990853658536586,2452.0209670066833,304.05537581443787
27,0.6310007782069619,21,2,0,0.001899280697750498,58,0.6758130081300813,2496.7799878120422,317.562705039978
68,0.7285203443251038,26,3,0,0.0016635734174009471,57,0.6295731707317073,2527.537715435028,359.351411819458
9,0.047858487486752734,83,3,1,0.0036394829402615504,54,0.657520325203252,2570.727787256241,474.5970938205719
122,0.712755659288483,93,2,0,0.0016740625003844442,59,0.7611788617886179,2605.6923356056213,326.48752307891846
29,0.5894023034423492,25,1,0,0.0019002546298665256,61,0.7032520325203252,2689.050368785858,277.89595127105713
36,0.7260750141170614,51,1,1,0.0010987365649701606,60,0.5980691056910569,2714.8758471012115,344.57270526885986
40,0.6211540295399063,82,1,0,0.0029894852271190007,63,0.7190040650406504,2718.0854983329773,265.1416583061218
41,0.8268947511869362,73,2,0,0.0016353196142375795,62,0.681910569105691,2765.132652759552,322.32122135162354
39,0.7395214293057369,105,3,0,0.0021675926735443656,64,0.7332317073170732,2869.714713573456,371.72768568992615
38,0.7489104861903947,73,2,0,0.0012110959441708157,66,0.7129065040650406,2896.841553926468,325.0782723426819
32,0.6919316439893038,65,2,1,0.004177501667109217,65,0.5975609756097561,2930.4208111763,401.85994005203247
33,0.01511990484354973,86,1,1,0.004514937119599018,67,0.7276422764227642,2951.612854242325,344.89159893989563
92,0.6528599721462155,95,1,0,0.0058255816325508665,70,0.32113821138211385,2984.8486869335175,265.7330312728882
73,0.7786949966236338,59,2,0,0.0011928820044425899,68,0.6996951219512195,3012.80087184906,322.7041046619415
20,0.7655172250466762,94,1,0,0.00337883490895589,71,0.4888211382113821,3041.193272590637,275.0315728187561
37,0.22666750033321797,101,4,0,0.005058328654003561,69,0.7454268292682927,3135.45946931839,419.5425021648407
112,0.6554755430794997,63,1,0,0.004625544104828869,72,0.5782520325203252,3146.529968738556,275.7899241447449
77,0.7414268613428553,114,2,0,0.0017963848877956673,73,0.7403455284552846,3227.8649396896362,329.9628195762634
90,0.7491678374373026,92,1,0,0.003805457633118138,75,0.584349593495935,3233.958844900131,281.11339044570923
63,0.7498503378394125,90,2,0,0.002648726867691957,76,0.7042682926829268,3293.782821893692,307.8871521949768
24,0.5668605031902827,66,3,0,0.005345351194672125,74,0.7378048780487805,3296.441991329193,364.95288491249084
111,0.4509276499665855,93,1,1,0.0052492699556439554,77,0.5050813008130082,3356.882776737213,343.163428068161
120,0.7550036664979694,52,4,0,0.0021095302172754824,78,0.6377032520325203,3444.7333710193634,402.52479553222656
76,0.6858961959853114,100,3,0,0.005018108491028028,80,0.7139227642276422,3514.3256001472473,366.7567994594574
39,0.7146979369847394,90,4,0,0.005259639798860539,79,0.7007113821138211,3553.6541619300842,417.1633687019348
47,0.6799382330065928,93,2,0,0.0045566917587482264,81,0.6951219512195121,3558.818497657776,329.91214323043823
25,0.06376063827189503,99,1,0,0.0033737587336112513,84,0.7921747967479674,3573.6929914951324,276.220162153244
83,0.2992232015978521,102,1,0,0.0053103560855618055,85,0.6580284552845529,3637.7109479904175,279.7681174278259
70,0.3347619807333209,97,4,0,0.0036913720826947487,82,0.7083333333333334,3644.2776668071747,409.12135219573975
25,0.6502316935713355,97,4,0,0.0048034520165653825,83,0.7022357723577236,3689.1706669330597,394.35139298439026
39,0.34584988989123344,96,1,0,0.003969356966126366,87,0.7144308943089431,3789.060003042221,273.70018196105957
42,0.6578819388211911,102,1,0,0.005205052775219502,88,0.32113821138211385,3838.50678896904,283.8296995162964
79,0.6772941307155159,95,1,0,0.00510231642953976,89,0.32113821138211385,3842.8897535800934,283.02305483818054
26,0.7385834545276702,104,1,0,0.0034318859094269985,90,0.6077235772357723,3844.0261306762695,269.31039786338806
26,0.7026082574927974,91,4,0,0.00571141187074054,86,0.6915650406504065,3858.3386063575745,412.56764817237854
25,0.5314036218289988,98,1,0,0.00373192309522944,92,0.6732723577235772,3926.6087608337402,281.2953312397003
109,0.29589061803881167,100,1,0,0.0033898203713357057,93,0.7621951219512195,3957.0653285980225,266.87721824645996
24,0.07974002411110793,100,4,0,0.005745592800421716,91,0.7220528455284553,4050.5080347061157,411.8722665309906
21,0.6277632165224941,109,1,0,0.00538315074236958,94,0.32113821138211385,4065.9072008132935,275.78813219070435
27,0.5510373351807922,112,1,0,0.004839909611180788,96,0.5503048780487805,4126.515204668045,282.5899386405945
40,0.07658303113106131,100,1,0,0.0012811523234259798,98,0.8058943089430894,4140.300300121307,280.91322898864746
39,0.07668209099577801,113,1,1,0.004558565153261913,97,0.7372967479674797,4172.351609706879,327.27782559394836
18,0.08660552627491694,101,1,0,0.0032529907347303164,99,0.7637195121951219,4213.516256093979,285.85060930252075
22,0.5772381727040812,116,3,0,0.004975835964225211,95,0.7484756097560976,4214.865680932999,375.3084707260132
41,0.2869001274580127,101,3,0,0.005201121918535721,100,0.7611788617886179,4310.2446982860565,352.1424067020416
12,0.5593058470033162,102,1,0,0.0016900110601682373,104,0.7601626016260162,4414.436619520187,273.10283732414246
74,0.662377993316471,103,4,0,0.0014129193029921764,101,0.7113821138211383,4457.959230899811,406.2954304218292
108,0.3768445420403622,119,4,0,0.0035257701392407657,102,0.7484756097560976,4477.8926203250885,410.87927079200745
19,0.03628078218382057,118,1,1,0.0023464278172986327,105,0.7809959349593496,4501.137361764908,327.7603497505188
15,0.032213033597482066,103,3,0,0.0014434970639825774,103,0.7693089430894309,4507.270589351654,379.7275080680847
42,0.10486247956338357,95,1,0,0.0017179880325898782,108,0.7931910569105691,4576.769117832184,265.4931378364563
32,0.03458360093330116,95,3,0,0.003153922059435934,106,0.7794715447154471,4584.923200130463,370.3555874824524
36,0.3025884658166315,100,3,0,0.005095272012611922,107,0.7195121951219512,4588.752489328384,372.9752526283264
80,0.06924866710170317,113,1,0,0.0012694988512419745,109,0.774390243902439,4693.347304582596,277.89056754112244
55,0.07036341771773191,116,1,1,0.005099303797297871,113,0.6763211382113821,4847.798785448074,339.5122618675232
125,0.08139093737768162,95,4,0,0.0030597383896644615,110,0.7576219512195121,4867.992586374283,409.0061037540436
69,0.12420201399857597,126,4,0,0.005215154612805594,111,0.7530487804878049,4894.025679826736,415.1004626750946
13,0.24403077527829467,127,2,1,0.0029819161663738538,112,0.7505081300813008,4904.093270778656,401.9332826137543
16,0.06588815918368882,127,1,1,0.005704112761630546,115,0.7271341463414634,4936.046527862549,350.09077191352844
42,0.42253232393876183,126,4,0,0.005087112439822695,114,0.7164634146341463,4975.093069314957,397.30466771125793
14,0.3665895149530965,117,4,0,0.004543166118195163,116,0.7439024390243902,5005.050384759903,415.2568655014038
20,0.6787473451419238,109,2,0,0.001623650711663685,117,0.7494918699186992,5019.9555876255035,325.5818130970001
21,0.29856093808595435,104,2,0,0.0012807283623062296,119,0.7596544715447154,5190.134726524353,321.1236164569855
62,0.11539974598531605,125,2,0,0.005604133793291472,121,0.7545731707317073,5218.1481120586395,313.125892162323
16,0.2673120126551914,115,3,0,0.0011087035058684428,118,0.7251016260162602,5226.898152112961,378.0628824234009
100,0.2039811315145162,125,3,0,0.005618430835472493,120,0.7525406504065041,5257.878541231155,362.81174421310425
37,0.2908013637571839,119,3,0,0.0056067414131438145,122,0.7566056910569106,5311.51083946228,374.4418625831604
72,0.15486528203715275,113,3,0,0.005445488679237206,123,0.7195121951219512,5330.642470121384,354.5101275444031
106,0.18959277235301816,126,2,0,0.0055080766551262724,124,0.7433943089430894,5337.59494137764,331.47236585617065
110,0.12939470951357332,114,3,1,0.0051642609206811905,125,0.7215447154471545,5497.070734739304,476.06301856040955
110,0.14804350594896695,126,3,0,0.00575468184834963,126,0.7677845528455285,5556.812567472458,365.60799169540405
65,0.1661520298902682,120,3,0,0.0054566042062950005,127,0.7459349593495935,5571.388541936874,352.168967962265
63,0.2704269538587801,123,3,0,0.005473718483802852,128,0.7454268292682927,5607.375609397888,379.4288227558136
109,0.16888057225309855,102,1,0,0.005823917795183569,132,0.6310975609756098,5620.297641992569,281.66021275520325
95,0.2698350606180405,117,3,0,0.0057589499527576395,129,0.7311991869918699,5629.799495220184,370.87195229530334
17,0.2081144230163969,103,1,1,0.005806002124612497,131,0.7433943089430894,5664.930938005447,333.2527778148651
101,0.1582792461561903,109,4,0,0.005786358941372917,130,0.7550813008130082,5732.470074176788,419.897686958313
122,0.6269646886502889,112,2,0,0.0050530008128533005,135,0.6803861788617886,5893.734309911728,321.2952380180359
38,0.3872279472822645,119,2,1,0.005811234281929504,133,0.6920731707317073,5903.716481924057,405.5259003639221
116,0.6570881705370225,111,3,0,0.0024546814685760376,134,0.7215447154471545,5918.53913974762,360.777911901474
110,0.7788320671743192,116,2,0,0.005045060735145812,138,0.6382113821138211,5945.936672449112,315.1016159057617
127,0.6819128290376016,119,3,0,0.005504784362994759,137,0.6814024390243902,5993.152878284454,371.8091456890106
80,0.2942987097498938,92,1,0,0.0014858849061770904,140,0.7510162601626016,6017.046425819397,283.51414942741394
22,0.6898710746057739,117,3,0,0.005412543665052347,139,0.6961382113821138,6030.060399532318,364.0790345668793
125,0.6388405078832571,100,4,0,0.005762403489385273,136,0.6991869918699187,6031.085417509079,422.6645858287811
97,0.35013772090687983,105,4,0,0.005777549223987975,141,0.7271341463414634,6294.045855522156,399.2922852039337
124,0.34348232921266425,94,4,0,0.005559879161331367,142,0.7113821138211383,6315.409820795059,410.6437289714813
16,0.721451931445299,118,2,0,0.005592233467164028,145,0.3673780487804878,6322.298916101456,328.2218108177185
85,0.781780323094503,121,4,0,0.00445651998740727,143,0.7210365853658537,6334.446287155151,414.8850567340851
54,0.15910856444216248,93,2,0,0.0037274094468778196,148,0.7713414634146342,6342.429641008377,310.31598114967346
21,0.315089441491754,115,2,1,0.005428734233622642,144,0.679369918699187,6350.741538286209,403.7849521636963
64,0.0664916203370979,95,2,0,0.004260223429846258,147,0.7748983739837398,6359.236953735352,328.15217208862305
22,0.045427350025387114,95,3,1,0.0044537706012234765,146,0.6651422764227642,6504.794758081436,486.55966091156006
13,0.4692471843805935,100,1,0,0.0011094607624952282,151,0.7520325203252033,6598.713527202606,275.3791389465332
82,0.28901151496036104,92,2,0,0.00455170012552704,149,0.7474593495934959,6611.523039102554,316.4191973209381
26,0.09139925084893175,94,1,0,0.005442578157922474,152,0.7311991869918699,6614.853404521942,279.36226439476013
12,0.15831435087179513,95,2,0,0.004361072523865274,150,0.7693089430894309,6636.402187347412,319.94156289100647
19,0.695160116874514,79,2,0,0.0016586047368083263,153,0.7317073170731707,6659.538175106049,316.02997183799744
16,0.10696709644675341,94,1,1,0.003560183201731431,154,0.7494918699186992,6687.30649971962,335.48123955726624
17,0.55870058122156,100,2,0,0.0010991758206297826,155,0.7728658536585366,6688.890814065933,328.5818088054657
35,0.20102750798365646,93,1,1,0.005248805315367292,156,0.7296747967479674,6854.638227462769,348.7270975112915
98,0.018254196894934634,94,1,0,0.0037534161614789395,160,0.7657520325203252,6911.886217355728,274.56224179267883
15,0.6993540680624492,128,2,0,0.0012359709045923436,157,0.7754065040650406,6919.285976886749,319.5288643836975
89,0.11389140942292249,94,1,0,0.004017910539177414,161,0.7571138211382114,6926.337531805038,265.7703835964203
16,0.6832712423947,102,2,0,0.0014055973810027016,159,0.7134146341463414,6935.9729952812195,319.9166421890259
104,0.7030002161866529,126,2,0,0.0019884691285007817,158,0.7525406504065041,6937.002170085907,324.4291021823883
34,0.1609633874992873,94,1,0,0.0041821518845400335,162,0.7352642276422764,6962.941638708115,274.6096167564392
13,0.3752727731263088,120,2,0,0.00334804437212663,163,0.771849593495935,7016.159539699554,326.2420701980591
16,0.6928657202216766,123,3,0,0.0010156980793783205,164,0.739329268292683,7224.794507980347,369.1121106147766
9,0.7037670903020737,111,2,0,0.0012621787854789385,165,0.7510162601626016,7232.771261930466,319.8560996055603
14,0.6970300566526773,124,2,0,0.001063363645120535,167,0.7433943089430894,7236.34010219574,308.9566035270691
16,0.6629415418761399,85,2,0,0.002694009297582158,166,0.7042682926829268,7243.256845235825,322.95050287246704
124,0.6919222463065653,120,2,0,0.0017563454500490014,168,0.7820121951219512,7250.508403301239,313.5068566799164
54,0.5113067524667245,95,2,0,0.005711139486235603,169,0.6798780487804879,7263.074271917343,325.03176760673523
34,0.4314790598260003,112,2,0,0.005674138573589376,170,0.7276422764227642,7284.657014131546,320.69041538238525
15,0.735321366669193,103,4,0,0.00544463842179757,171,0.7159552845528455,7433.559664487839,416.37356209754944
18,0.38440299075254797,106,1,0,0.005438043624403619,172,0.6783536585365854,7508.032772302628,282.20102095603943
91,0.012320180076343938,96,1,0,0.004592215832762268,175,0.7748983739837398,7520.132823705673,275.8433437347412
20,0.5279768280525098,93,3,0,0.0034561131175578595,176,0.733739837398374,7601.967438220978,350.5235333442688
19,0.6609555604107774,120,1,1,0.0020050552020423992,177,0.6773373983739838,7602.993016242981,338.86323499679565
21,0.5169571233193828,120,2,0,0.00337919954690987,178,0.7545731707317073,7604.050214767456,318.3475852012634
14,0.4630873875407892,98,4,0,0.0055147641732157665,174,0.7327235772357723,7632.9778888225555,395.4653751850128
19,0.5826328285934071,112,2,1,0.0034732007858773797,173,0.711890243902439,7639.820640087128,406.003529548645
26,0.6210732308216688,123,1,0,0.0020003542059084125,179,0.7398373983739838,7721.306349277496,286.71032905578613
43,0.6030668493686066,126,1,0,0.0013765530410948911,180,0.7535569105691057,7796.322657823563,287.2583565711975
42,0.4683902940551245,123,1,1,0.0023579314284853676,181,0.7515243902439024,7862.2912611961365,341.10777521133423
46,0.5809468411633414,120,1,0,0.001965040512494171,182,0.7586382113821138,7868.785665273666,265.7932810783386
69,0.37635336284328763,99,1,0,0.001087839039630812,183,0.7688008130081301,7879.305829524994,275.2562041282654
83,0.5482186809626661,120,1,0,0.0016105565286750056,184,0.7332317073170732,7886.263420343399,280.90049052238464
48,0.36524111505621026,120,1,0,0.002681117883109236,185,0.7002032520325203,7900.0418446063995,265.985782623291
63,0.4579586493257479,119,1,0,0.0016540342191899218,186,0.7494918699186992,7919.836936712265,278.9615547657013
41,0.33285610620941186,122,1,0,0.003160579472108386,187,0.7830284552845529,8003.911287307739,281.55595350265503
125,0.3654128106374405,126,1,0,0.004456144972434196,190,0.6676829268292683,8137.713075637817,267.7127528190613
30,0.42087829655482034,108,1,0,0.003033323260879478,189,0.755589430894309,8140.54922413826,277.20247173309326
51,0.5114766454561505,98,1,1,0.004397023087277224,188,0.5330284552845529,8144.320415019989,346.96409010887146
52,0.2678857860842337,43,1,0,0.004936717283461087,191,0.7190040650406504,8149.067202806473,268.82171154022217
26,0.019621471449465605,78,1,0,0.0049232955842333104,193,0.7007113821138211,8166.993402481079,265.9012174606323
73,0.48494317755213034,108,1,0,0.0042863397089808524,192,0.6824186991869918,8168.049211025238,280.7333793640137
56,0.5133351234066202,79,1,0,0.0047918942397864326,194,0.6138211382113821,8198.499098300934,277.6226077079773
28,0.8709893738132125,101,2,0,0.0011033144439642362,195,0.6951219512195121,8333.959074020386,329.00190329551697
23,0.0600559183383482,66,1,0,0.00492434637011285,196,0.7464430894308943,8404.500605583191,265.7339828014374
73,0.7228285473837389,109,2,0,0.005270098417342365,201,0.6524390243902439,8479.144197940826,310.0434350967407
104,0.5924666623957088,44,2,0,0.004833556845208749,200,0.6620934959349594,8485.840514659882,317.7919487953186
73,0.8762855902626442,128,3,0,0.0016317159668910932,199,0.6925813008130082,8518.905121326447,368.7990849018097
92,0.8610770619930586,123,2,0,0.0018647202685477147,202,0.7347560975609756,8525.939262866974,326.40559101104736
24,0.19831568577071887,51,4,0,0.004701551797457286,198,0.7108739837398373,8548.562895774841,403.20309042930603
95,0.877853120071382,122,4,0,0.0012450587627937967,197,0.6971544715447154,8554.039924383163,412.4574077129364
73,0.748350703438646,128,3,0,0.004954474205256835,203,0.7078252032520326,8709.07566332817,374.0843679904938
20,0.8677897065519381,128,3,0,0.0011679053085925078,204,0.6910569105691057,8756.742055654526,351.2118127346039
88,0.8685788742759009,120,2,0,0.002985374998662101,205,0.6875,8800.549082756042,320.3581397533417
37,0.871722873150829,128,2,0,0.0028448610038383205,206,0.6814024390243902,8808.86135673523,321.9837691783905
25,0.8964370411919517,127,2,0,0.001826631558771363,207,0.681910569105691,8838.664657354355,318.82656478881836
92,0.8696397018370593,121,2,0,0.001308078979349002,208,0.7459349593495935,8852.24924325943,325.28206157684326
88,0.8675220734619661,120,2,0,0.0011042775647360347,209,0.7179878048780488,8878.051178693771,328.46370482444763
103,0.9042001315653198,92,2,0,0.002158558808770562,210,0.6488821138211383,8881.41776061058,326.338764667511
97,0.5696563673915116,98,1,0,0.0019032169404412486,211,0.7317073170731707,8992.85326051712,282.58589339256287
124,0.4859329761615989,99,1,0,0.0012068787149764396,212,0.7596544715447154,9023.616218090057,265.83336329460144
100,0.4883304678609508,122,1,0,0.0020857737322779873,213,0.7484756097560976,9078.428699493408,276.84012055397034
105,0.5767798529888155,95,1,0,0.0017783669357945247,214,0.766260162601626,9088.754909276962,278.8436989784241
101,0.5412930831032781,96,1,0,0.0012220090715933825,215,0.7632113821138211,9111.900922060013,272.2033543586731
124,0.5822353746194465,128,1,0,0.0012982916072564656,217,0.7754065040650406,9165.037843704224,285.94739603996277
127,0.6051982151154967,106,1,0,0.0012590207545819935,218,0.7352642276422764,9167.794541597366,285.335645198822
125,0.5611637287013831,121,1,1,0.001382283626253202,216,0.7347560975609756,9194.035341262817,340.7497432231903
11,0.7510946599174708,56,2,0,0.0042889629571932035,222,0.7007113821138211,9410.2911028862,320.4970827102661
18,0.5655581659719914,101,1,1,0.004038178913121362,221,0.5914634146341463,9413.404878377914,334.0440948009491
13,0.5933665015971025,128,4,0,0.003523864921441161,220,0.7245934959349594,9417.678145885468,393.03051924705505
123,0.6898910741269418,108,1,0,0.0012632243911801524,226,0.7494918699186992,9471.401654958725,276.31331753730774
107,0.07791501464627694,99,3,1,0.002486282611523386,219,0.614329268292683,9472.766752004623,478.87844133377075
27,0.5310596498063495,28,2,0,0.005049189677480171,225,0.6626016260162602,9499.345278978348,330.4920144081116
10,0.5948365253038203,113,4,0,0.0053253586436376,223,0.7245934959349594,9528.029195785522,415.0766770839691
16,0.5911243755597871,113,3,0,0.004276048226271797,224,0.7362804878048781,9537.65781378746,371.56836795806885
49,0.04425139801792433,28,1,0,0.005727894816436058,230,0.7139227642276422,9740.938248634338,268.4924535751343
93,0.07783730413719417,99,1,1,0.0017849476820571105,227,0.7245934959349594,9749.800885677338,338.47568678855896
82,0.04953669321231159,53,4,0,0.005521427247694216,228,0.7113821138211383,9814.507370471954,400.0509145259857
124,0.9140014738509764,121,4,0,0.001006846433078534,229,0.6234756097560976,9815.549885034561,396.82392406463623
30,0.061980076171312154,110,1,0,0.00475916490963126,234,0.6773373983739838,9822.156076908112,283.41646027565
87,0.08281392161891381,37,3,0,0.00509810402291481,232,0.7017276422764228,9867.551124095917,367.15618085861206
42,0.22457666291279826,29,4,0,0.004817535583725378,231,0.665650406504065,9881.650725603104,407.84396862983704
42,0.9181127743074204,66,4,0,0.0013025410210104477,233,0.6148373983739838,9932.626365184784,403.5286989212036
124,0.7322116265617333,114,1,0,0.0011137809829924739,235,0.741869918699187,10018.017458438873,276.0223867893219
98,0.5165844667920135,106,1,0,0.003569631198686566,239,0.7027439024390244,10108.513042449951,285.3275809288025
72,0.9121277848230609,63,4,0,0.0013716091184883816,236,0.6138211382113821,10155.131469011307,404.40138149261475
105,0.2753180841142687,26,3,0,0.005042310654703847,237,0.6803861788617886,10160.01937365532,344.47021102905273
97,0.4892971299521861,122,3,0,0.004466593856711825,238,0.741869918699187,10185.407482862473,368.8000998497009
96,0.9201583107002602,57,2,0,0.0017355009901587428,240,0.6209349593495935,10193.725822687149,325.1137442588806
43,0.4966464032272862,122,3,0,0.0038580169291275875,241,0.7672764227642277,10255.154516935349,372.4629452228546
80,0.745442027278895,22,3,0,0.0014699034348427363,242,0.5538617886178862,10290.38269996643,356.7277054786682
85,0.13554993589566885,92,1,1,0.0018238119851243207,243,0.7342479674796748,10363.598997592926,344.5406847000122
85,0.4900939678560756,55,1,0,0.0010845596271608785,244,0.7322154471544715,10392.21537899971,282.65721368789673
119,0.7346503501808055,88,1,0,0.0010647834751661674,248,0.7540650406504065,10485.196978330612,290.52670192718506
62,0.7339621776809911,86,3,0,0.0018671717425478792,246,0.703760162601626,10511.94156384468,350.83704686164856
53,0.7455635210221536,77,3,0,0.0028189383934699237,247,0.6986788617886179,10544.371187448502,357.8925778865814
92,0.7481754212150296,96,4,0,0.0011273777967555044,245,0.6946138211382114,10560.552318811417,404.2421500682831
14,0.7206642590724379,111,2,0,0.0012350361022701486,250,0.7672764227642277,10607.487104654312,316.0624122619629
85,0.7210403850434716,113,4,0,0.0019799945275300814,249,0.7235772357723578,10668.854254722595,412.6431293487549
83,0.7152983440737019,117,2,0,0.002078700821352353,251,0.6976626016260162,10699.688049554825,335.03839898109436
128,0.7200857041465198,117,2,0,0.0010669446902105948,252,0.7682926829268293,10723.097406625748,329.8304307460785
114,0.6079693019870273,120,1,0,0.0032932612534985473,255,0.6239837398373984,10820.157923221588,274.7570688724518
27,0.6112584152507503,125,1,1,0.003313281582377025,253,0.5990853658536586,10832.291571617126,346.0641875267029
98,0.725676521793141,95,2,0,0.001293839227190098,256,0.755589430894309,10883.54520368576,321.9463517665863
108,0.7192547601134609,112,3,1,0.0018314941072376132,254,0.6260162601626016,10966.454093694687,453.4672603607178
102,0.7266326990317556,127,3,0,0.0017052626027821004,257,0.7230691056910569,10973.098446846008,364.55827045440674
31,0.7218303161741709,117,3,0,0.0013335625475945257,259,0.7367886178861789,11072.366986751556,371.64176869392395
