,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
individuals_ID0000037,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773920.0,1658773920.0,1658773925.0,5.0,,21.0,2461.0,5.0,147.0,2539481399.0,5.0,1533139.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_103/pegasus.Ydj0Ga1l6/individuals,,2289.2,0,0
individuals_ID0000021,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774005.0,1658774005.0,1658774010.0,5.0,,21.0,2546.0,5.0,201.0,2539481399.0,4.0,1385281.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_105/pegasus.LDH385T1g/individuals,,2300.2,0,0
individuals_ID0000020,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774070.0,1658774070.0,1658774075.0,5.0,,21.0,2611.0,5.0,206.0,2539481399.0,5.0,1521403.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_105/pegasus.qpjOeGaFb/individuals,,2372.7,0,0
individuals_ID0000025,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773955.0,1658773955.0,1658773960.0,5.0,,21.0,2496.0,5.0,160.0,2539481399.0,5.0,2145965.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_104/pegasus.8OWqlSrsN/individuals,,2310.9,0,0
individuals_ID0000024,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774015.0,1658774015.0,1658774020.0,5.0,,21.0,2556.0,5.0,213.0,2539481399.0,4.0,1418384.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_104/pegasus.82Ed6tGir/individuals,,2312.4,0,0
individuals_ID0000023,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774080.0,1658774080.0,1658774085.0,5.0,,21.0,2621.0,5.0,168.0,2539481399.0,4.0,1544086.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_106/pegasus.y4DrJJ1or/individuals,,2430.3,0,0
individuals_ID0000022,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774050.0,1658774050.0,1658774055.0,5.0,,21.0,2591.0,5.0,236.0,2539481399.0,4.0,1057307.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_104/pegasus.w4mswyhlr/individuals,,2318.7,0,0
individuals_ID0000034,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774055.0,1658774055.0,1658774060.0,5.0,,21.0,2596.0,5.0,163.0,2539481399.0,4.0,1553182.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_107/pegasus.d8cU2Sq2Y/individuals,,2415.2,0,0
individuals_ID0000029,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773990.0,1658773990.0,1658773995.0,5.0,,21.0,2531.0,5.0,170.0,2539481399.0,5.0,1919176.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_104/pegasus.J3prDBOUU/individuals,,2337.6,0,0
individuals_ID0000040,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774000.0,1658774000.0,1658774005.0,5.0,,21.0,2541.0,5.0,159.0,2539481399.0,5.0,1024001.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_106/pegasus.cVF82pcgu/individuals,,2358.8,0,0
individuals_ID0000042,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774025.0,1658774025.0,1658774030.0,5.0,,21.0,2566.0,5.0,165.0,2539481399.0,5.0,1083134.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_106/pegasus.00xyVvr4a/individuals,,2375.6,0,0
individuals_ID0000061,compute,0,1658771433.0,,,1658771443.0,1658774038.0,1658776063.0,1658776063.0,1658776068.0,10.0,,2595.0,2025.0,5.0,29.0,2539402330.0,5.0,2622856.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_2392/pegasus.e1suPebxk/individuals,,1974.6,0,0
individuals_ID0000060,compute,0,1658771433.0,,,1658771443.0,1658773978.0,1658776003.0,1658776003.0,1658776008.0,10.0,,2535.0,2025.0,5.0,54.0,2539402330.0,5.0,3936506.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_2171/pegasus.EJpNsFUZK/individuals,,1946.7,0,0
individuals_ID0000065,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775998.0,1658775998.0,1658776003.0,5.0,,2540.0,2020.0,5.0,53.0,2539402330.0,5.0,1642013.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_2170/pegasus.3VsyLJifN/individuals,,1945.6,0,0
individuals_ID0000064,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775983.0,1658775983.0,1658775988.0,5.0,,2540.0,2005.0,5.0,29.0,2539402330.0,5.0,1899628.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_1882/pegasus.Tk2EgBEHJ/individuals,,1954.4,0,0
individuals_ID0000063,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775973.0,1658775973.0,1658775978.0,5.0,,2540.0,1995.0,5.0,30.0,2539402330.0,5.0,2938487.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_1886/pegasus.4fJzTQrmJ/individuals,,1948.0,0,0
individuals_ID0000062,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775958.0,1658775958.0,1658775963.0,5.0,,2540.0,1980.0,5.0,30.0,2539402330.0,4.0,2082841.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_2130/pegasus.UEM29uKdf/individuals,,1932.5,0,0
individuals_ID0000102,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775963.0,1658775963.0,1658775968.0,5.0,,2540.0,1985.0,5.0,29.0,2539402330.0,4.0,1460305.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_2130/pegasus.ZpzsyorWN/individuals,,1931.9,0,0
individuals_ID0000069,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775883.0,1658775883.0,1658775888.0,5.0,,2540.0,1905.0,5.0,29.0,2539402330.0,4.0,1595943.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_2125/pegasus.s8o9KoJgQ/individuals,,1853.0,0,0
individuals_ID0000101,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775978.0,1658775978.0,1658775983.0,5.0,,2540.0,2000.0,5.0,29.0,2539402330.0,4.0,1583186.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_1918/pegasus.IAsNLameU/individuals,,1949.9,0,0
individuals_ID0000068,compute,0,1658771433.0,,,1658771438.0,1658773978.0,1658775978.0,1658775978.0,1658775983.0,5.0,,2540.0,2000.0,5.0,30.0,2539402330.0,4.0,931902.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_2128/pegasus.q6YJYpSsN/individuals,,1953.5,0,0
individuals_ID0000041,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773985.0,1658773985.0,1658773990.0,5.0,,21.0,2526.0,5.0,193.0,2539481399.0,5.0,1374725.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_107/pegasus.6oLtI4pdE/individuals,,2307.9,0,0
individuals_ID0000100,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775903.0,1658775903.0,1658775908.0,5.0,,2480.0,1985.0,5.0,46.0,2539402330.0,5.0,1855331.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_1914/pegasus.OSGvyGB3x/individuals,,1918.7,0,0
individuals_ID0000066,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775898.0,1658775898.0,1658775903.0,5.0,,2480.0,1980.0,5.0,29.0,2539402330.0,4.0,894795.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_1861/pegasus.LQPmgooWQ/individuals,,1927.7,0,0
individuals_ID0000050,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775903.0,1658775903.0,1658775908.0,5.0,,2480.0,1985.0,5.0,30.0,2539481399.0,5.0,1804159.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_1864/pegasus.QUB9vrC9t/individuals,,1932.8,0,0
individuals_ID0000054,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775913.0,1658775913.0,1658775918.0,5.0,,2480.0,1995.0,5.0,30.0,2539402330.0,5.0,1204494.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_1864/pegasus.ognvRZI3E/individuals,,1945.3,0,0
individuals_ID0000053,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775813.0,1658775813.0,1658775818.0,5.0,,2480.0,1895.0,5.0,43.0,2539402330.0,5.0,880570.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_1913/pegasus.GX87IYdqN/individuals,,1830.9,0,0
individuals_ID0000058,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775908.0,1658775908.0,1658775913.0,5.0,,2480.0,1990.0,5.0,30.0,2539402330.0,5.0,2853274.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_1865/pegasus.ZMlLh0K8Q/individuals,,1939.1,0,0
individuals_ID0000057,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775903.0,1658775903.0,1658775908.0,5.0,,2480.0,1985.0,5.0,29.0,2539402330.0,4.0,2428552.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_1864/pegasus.FsNUG7KNl/individuals,,1933.4,0,0
individuals_ID0000056,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775988.0,1658775988.0,1658775993.0,5.0,,2480.0,2070.0,5.0,30.0,2539402330.0,5.0,1942742.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_1864/pegasus.SXQhW5itn/individuals,,2020.1,0,0
individuals_ID0000055,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775848.0,1658775848.0,1658775853.0,5.0,,2480.0,1930.0,5.0,30.0,2539402330.0,4.0,1056375.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_2115/pegasus.AJgeREdrv/individuals,,1879.5,0,0
individuals_ID0000059,compute,0,1658771433.0,,,1658771438.0,1658771604.0,1658774437.0,1658774437.0,1658774442.0,5.0,,166.0,2833.0,5.0,95.0,2539402330.0,4.0,2095607.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_913/pegasus.wxGL2m1J8/individuals,,2331.7,0,0
individuals_ID0000043,compute,0,1658771433.0,,,1658771438.0,1658771586.0,1658774120.0,1658774120.0,1658774125.0,5.0,,148.0,2534.0,5.0,132.0,2539481399.0,5.0,1197716.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_889/pegasus.CNk81LA0j/individuals,,2376.1,0,0
individuals_ID0000067,compute,0,1658771433.0,,,1658771438.0,1658773918.0,1658775938.0,1658775938.0,1658775943.0,5.0,,2480.0,2020.0,5.0,30.0,2539402330.0,4.0,741961.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_1861/pegasus.D9ElMWlQv/individuals,,1972.9,0,0
individuals_ID0000028,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773905.0,1658773905.0,1658773910.0,5.0,,21.0,2446.0,5.0,94.0,2539481399.0,4.0,1930786.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_104/pegasus.NjprW86eV/individuals,,2277.4,0,0
sifting_ID0000052,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658771588.0,1658771588.0,1658771593.0,5.0,,21.0,129.0,5.0,99.0,1580481751.0,5.0,1636846.0,poseidon,condorpool,worker1-container-8-11,sifting,/var/lib/condor/execute/dir_105/pegasus.xllZjCUJ6/sifting,,4.7,0,0
individuals_ID0000026,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774352.0,1658774352.0,1658774357.0,5.0,,21.0,2893.0,5.0,187.0,2539481399.0,4.0,2819361.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_105/pegasus.1YKYcKjC3/individuals,,2348.0,0,0
individuals_ID0000085,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774025.0,1658774025.0,1658774030.0,5.0,,21.0,2566.0,5.0,171.0,2539402330.0,5.0,2501642.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_101/pegasus.2DihAuloP/individuals,,2371.8,0,0
individuals_ID0000084,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773885.0,1658773885.0,1658773890.0,5.0,,21.0,2426.0,5.0,107.0,2539402330.0,5.0,1345396.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_101/pegasus.fBmmOUdo0/individuals,,2300.1,0,0
individuals_ID0000009,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774432.0,1658774432.0,1658774437.0,5.0,,21.0,2973.0,5.0,147.0,2539481399.0,4.0,1376837.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_102/pegasus.9MecNDZSe/individuals,,2327.4,0,0
individuals_ID0000008,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773895.0,1658773895.0,1658773900.0,5.0,,20.0,2437.0,5.0,124.0,2539481399.0,5.0,1234484.0,poseidon,condorpool,worker2-container-20-23,individuals,/var/lib/condor/execute/dir_102/pegasus.WrrymiJfL/individuals,,2290.7,0,0
individuals_ID0000003,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774130.0,1658774130.0,1658774136.0,5.0,,20.0,2672.0,6.0,136.0,2539481399.0,5.0,1236908.0,poseidon,condorpool,worker1-container-20-23,individuals,/var/lib/condor/execute/dir_102/pegasus.NYu9hyWsa/individuals,,2405.9,0,0
individuals_ID0000002,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773995.0,1658773995.0,1658774000.0,5.0,,20.0,2537.0,5.0,199.0,2539481399.0,5.0,1261154.0,poseidon,condorpool,worker2-container-24-27,individuals,/var/lib/condor/execute/dir_101/pegasus.it19CisJg/individuals,,2307.6,0,0
individuals_ID0000089,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774010.0,1658774010.0,1658774015.0,5.0,,20.0,2552.0,5.0,158.0,2539402330.0,4.0,1012811.0,poseidon,condorpool,worker2-container-16-19,individuals,/var/lib/condor/execute/dir_101/pegasus.bOtKYWtzL/individuals,,2366.9,0,0
individuals_ID0000001,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773900.0,1658773900.0,1658773905.0,5.0,,20.0,2442.0,5.0,207.0,2539481399.0,5.0,1064443.0,poseidon,condorpool,worker1-container-16-19,individuals,/var/lib/condor/execute/dir_103/pegasus.7y3VCBfwp/individuals,,2205.0,0,0
individuals_ID0000088,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774065.0,1658774065.0,1658774070.0,5.0,,20.0,2607.0,5.0,194.0,2539402330.0,4.0,1229338.0,poseidon,condorpool,worker2-container-4-7,individuals,/var/lib/condor/execute/dir_101/pegasus.jDDOpJQrE/individuals,,2387.6,0,0
individuals_ID0000007,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773910.0,1658773910.0,1658773915.0,5.0,,20.0,2452.0,5.0,114.0,2539481399.0,5.0,1044531.0,poseidon,condorpool,worker2-container-28-31,individuals,/var/lib/condor/execute/dir_101/pegasus.21Gw9hDST/individuals,,2314.2,0,0
individuals_ID0000006,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773920.0,1658773920.0,1658773925.0,5.0,,20.0,2462.0,5.0,143.0,2539481399.0,4.0,1323745.0,poseidon,condorpool,worker1-container-24-27,individuals,/var/lib/condor/execute/dir_101/pegasus.wHacQu3qT/individuals,,2295.0,0,0
individuals_ID0000005,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774156.0,1658774156.0,1658774161.0,5.0,,20.0,2698.0,5.0,244.0,2539481399.0,4.0,1044135.0,poseidon,condorpool,worker1-container-32-35,individuals,/var/lib/condor/execute/dir_102/pegasus.2BDqiaOPk/individuals,,2424.9,0,0
individuals_ID0000004,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773895.0,1658773895.0,1658773900.0,5.0,,20.0,2437.0,5.0,122.0,2539481399.0,5.0,1423148.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_100/pegasus.Yr9RkaS8Q/individuals,,2293.5,0,0
individuals_ID0000072,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774060.0,1658774060.0,1658774065.0,5.0,,20.0,2602.0,5.0,158.0,2539402330.0,4.0,1546757.0,poseidon,condorpool,worker1-container-28-31,individuals,/var/lib/condor/execute/dir_105/pegasus.whPpGcTtW/individuals,,2423.2,0,0
individuals_ID0000027,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658774065.0,1658774065.0,1658774070.0,5.0,,21.0,2606.0,5.0,211.0,2539481399.0,4.0,1705337.0,poseidon,condorpool,worker2-container-12-15,individuals,/var/lib/condor/execute/dir_103/pegasus.OIV3KS19A/individuals,,2359.0,0,0
individuals_ID0000070,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774231.0,1658774231.0,1658774236.0,5.0,,20.0,2773.0,5.0,163.0,2539402330.0,4.0,1699945.0,poseidon,condorpool,worker1-container-36-39,individuals,/var/lib/condor/execute/dir_100/pegasus.kOjxTN9tl/individuals,,2335.6,0,0
individuals_ID0000076,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774035.0,1658774035.0,1658774040.0,5.0,,20.0,2577.0,5.0,243.0,2539402330.0,5.0,1833133.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_100/pegasus.HIYLRFMeI/individuals,,2300.1,0,0
individuals_ID0000075,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773980.0,1658773980.0,1658773985.0,5.0,,20.0,2522.0,5.0,121.0,2539402330.0,5.0,1990515.0,poseidon,condorpool,worker2-container-32-35,individuals,/var/lib/condor/execute/dir_104/pegasus.OijjmpFkI/individuals,,2378.0,0,0
individuals_ID0000074,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774487.0,1658774487.0,1658774492.0,5.0,,20.0,3029.0,5.0,212.0,2539402330.0,5.0,1291551.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_102/pegasus.dB1zd4nW2/individuals,,2291.3,0,0
individuals_ID0000073,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774100.0,1658774100.0,1658774105.0,5.0,,20.0,2642.0,5.0,222.0,2539402330.0,5.0,1792286.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_99/pegasus.8Del4eG42/individuals,,2387.5,0,0
individuals_ID0000079,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774020.0,1658774020.0,1658774025.0,5.0,,20.0,2562.0,5.0,166.0,2539402330.0,5.0,2078152.0,poseidon,condorpool,worker2-container-36-39,individuals,/var/lib/condor/execute/dir_100/pegasus.cEc8wxLkB/individuals,,2372.5,0,0
individuals_ID0000078,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774030.0,1658774030.0,1658774035.0,5.0,,20.0,2572.0,5.0,239.0,2539402330.0,5.0,2199558.0,poseidon,condorpool,worker2-container-8-11,individuals,/var/lib/condor/execute/dir_100/pegasus.HOt9RUuRU/individuals,,2303.0,0,0
individuals_ID0000077,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774657.0,1658774657.0,1658774662.0,5.0,,20.0,3199.0,5.0,110.0,2539402330.0,4.0,1645827.0,poseidon,condorpool,worker1-container-0-3,individuals,/var/lib/condor/execute/dir_100/pegasus.JFJHu8gyF/individuals,,2218.5,0,0
individuals_ID0000086,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773965.0,1658773965.0,1658773970.0,5.0,,20.0,2507.0,5.0,116.0,2539402330.0,5.0,1713730.0,poseidon,condorpool,worker2-container-0-3,individuals,/var/lib/condor/execute/dir_100/pegasus.CNxMzloWc/individuals,,2366.3,0,0
individuals_ID0000087,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658774055.0,1658774055.0,1658774060.0,5.0,,20.0,2597.0,5.0,158.0,2539402330.0,4.0,1575124.0,poseidon,condorpool,worker1-container-4-7,individuals,/var/lib/condor/execute/dir_103/pegasus.HrY7S1jwD/individuals,,2298.1,0,0
individuals_ID0000071,compute,0,1658771433.0,,,1658771438.0,1658771458.0,1658773930.0,1658773930.0,1658773935.0,5.0,,20.0,2472.0,5.0,149.0,2539402330.0,5.0,1701989.0,poseidon,condorpool,worker1-container-8-11,individuals,/var/lib/condor/execute/dir_100/pegasus.xtsH7f9jf/individuals,,2299.2,0,0
individuals_ID0000081,compute,0,1658771433.0,,,1658771438.0,1658771459.0,1658773995.0,1658773995.0,1658774000.0,5.0,,21.0,2536.0,5.0,211.0,2539402330.0,4.0,1447528.0,poseidon,condorpool,worker1-container-12-15,individuals,/var/lib/condor/execute/dir_101/pegasus.Ar4xlNYUR/individuals,,2298.2,0,0
